mal_id,title_english,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,year,genres,studios
15227,In This Corner of the World,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.23,84099,389,1331,207377,1701,,"Award Winning, Drama",MAPPA
15335,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.89,144089,24,1066,260899,2150,,"Action, Comedy, Sci-Fi",Sunrise
15417,Gintama: Enchousen,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,9.02,178235,12,759,355531,3168,2012,"Action, Comedy, Sci-Fi",Sunrise
16498,Attack on Titan,TV,Manga,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.57,3038808,121,1,4316356,187384,2013,"Action, Award Winning, Drama, Suspense",Wit Studio
16664,The Tale of the Princess Kaguya,Movie,Other,1,Finished Airing,FALSE,R+ - Mild Nudity,8.22,135330,401,1071,259129,3016,,"Award Winning, Fantasy",Studio Ghibli
16894,Kuroko's Basketball 2,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,584668,423,218,921849,4418,2013,Sports,Production I.G
17074,Monogatari Series: Second Season,TV,Light novel,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.76,378454,46,326,714864,24261,2013,"Comedy, Mystery, Romance, Supernatural",Shaft
17389,Kingdom Season 2,TV,Manga,39,Finished Airing,FALSE,R - 17+ (violence & profanity),8.29,73798,318,1767,148733,956,2013,Action,Studio Pierrot
18115,Magi: The Kingdom of Magic,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,482031,424,231,893578,7816,2013,"Action, Adventure, Fantasy",A-1 Pictures
18195,Little Busters! ~Refrain~,TV,Visual novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,81119,469,1549,176151,2152,2013,"Comedy, Drama, Romance",J.C.Staff
18617,Girls und Panzer der Film,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,64242,441,1967,129742,1496,,"Action, Award Winning",Actas
19123,One Piece: Episode of Merry - The Tale of One More Friend,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,34631,444,2711,80603,80,,"Action, Adventure, Fantasy",Toei Animation
19363,Silver Spoon 2nd Season,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,94373,345,1709,154588,695,2014,Comedy,A-1 Pictures
19647,Fighting Spirit: Rising,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.61,162246,101,932,295707,1421,2013,Sports,"Madhouse, MAPPA"
20583,Haikyu!!,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.43,1336872,203,36,2154348,78098,2014,Sports,Production I.G
20651,Natsume’s Book of Friends: On a Certain Snowy Day,OVA,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.33,38782,287,2587,86685,116,,"Slice of Life, Supernatural",Brain's Base
21329,Mushi-shi: The Shadow that Devours the Sun,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.52,72889,153,1728,152408,214,,"Adventure, Mystery, Slice of Life, Supernatural",Artland
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.42,18271,206,3610,48521,45,,"Action, Comedy, Sci-Fi",Sunrise
21939,Mushi-shi: Next Passage Part 1,TV,Manga,10,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.68,127694,73,854,324907,1643,2014,"Adventure, Mystery, Slice of Life, Supernatural",Artland
22135,Ping Pong the Animation,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.63,202624,93,602,435832,17356,2014,"Award Winning, Drama, Sports",Tatsunoko Production
22297,Fate/stay night [Unlimited Blade Works],TV,Visual novel,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.18,725742,454,142,1165893,17327,2014,"Action, Fantasy",ufotable
22507,Initial D Final Stage,TV,Manga,4,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.3,84732,313,1627,165237,1049,2014,"Action, Drama",SynergySP
22535,Parasyte: The Maxim,TV,Manga,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.32,1244402,290,43,2025454,36640,2014,"Action, Horror, Sci-Fi, Suspense",Madhouse
22789,Barakamon,TV,Web manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,360433,252,330,709475,13429,2014,Slice of Life,Kinema Citrus
23273,Your Lie in April,TV,Manga,22,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.64,1456879,83,24,2399272,89631,2014,"Drama, Romance",A-1 Pictures
23327,Space Dandy 2nd Season,TV,Original,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.26,95583,353,1507,181700,1941,2014,"Comedy, Sci-Fi",Bones
23623,Non Non Biyori Repeat,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,106980,472,1299,212850,1267,2015,Slice of Life,SILVER LINK.
23847,My Teen Romantic Comedy SNAFU TOO!,TV,Light novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,741734,434,145,1152638,16180,2015,"Comedy, Romance",feel.
24415,Kuroko's Basketball 3,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.29,509680,319,267,825853,5221,2015,Sports,Production I.G
24687,Mushi-shi Path of Thorns,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.42,53812,210,2206,110449,128,,"Adventure, Mystery, Slice of Life, Supernatural",Artland
24701,Mushi-shi: Next Passage Part 2,TV,Manga,10,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.72,115944,54,947,291000,1580,2014,"Adventure, Mystery, Slice of Life, Supernatural",Artland
25681,Kamisama Kiss Season 2,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,247192,381,555,464997,3842,2015,"Comedy, Romance, Supernatural",TMS Entertainment
25777,Attack on Titan Season 2,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.54,2045334,142,12,2989308,22967,2017,"Action, Drama, Suspense",Wit Studio
25781,Attack on Titan: No Regrets,OVA,Visual novel,2,Finished Airing,FALSE,R - 17+ (violence & profanity),8.42,333940,213,439,560481,2033,,Action,Wit Studio
25835,Shirobako,TV,Original,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.26,149149,351,551,469029,6249,2014,"Award Winning, Comedy, Drama",P.A. Works
26055,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,Manga,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.44,872887,192,133,1232901,22013,2015,"Action, Adventure",David Production
28701,Fate/stay night [Unlimited Blade Works] Season 2,TV,Visual novel,13,Finished Airing,FALSE,R - 17+ (violence & profanity),8.32,601663,297,220,915246,9629,2015,"Action, Fantasy",ufotable
28735,Showa Genroku Rakugo Shinju,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.54,99307,143,894,312722,5990,2016,Drama,Studio Deen
28805,The Boy and the Beast,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.22,238943,395,573,453059,3253,,Fantasy,Studio Chizu
28851,A Silent Voice,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.93,1779834,20,19,2585197,95435,,"Award Winning, Drama",Kyoto Animation
28891,Haikyu!! 2nd Season,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.62,1020909,98,85,1554983,16099,2015,Sports,Production I.G
28957,Mushi-Shi: The Next Chapter - Drops of Bells,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.58,55839,117,1849,140186,236,,"Adventure, Mystery, Slice of Life, Supernatural",Artland
28977,Gintama Season 4,TV,Manga,51,Finished Airing,FALSE,PG-13 - Teens 13 or older,9.05,270734,8,348,686377,17445,2015,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
30230,Ace of Diamond: Second Season,TV,Manga,51,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,82395,301,1751,149645,1122,2015,Sports,"Production I.G, Madhouse"
30276,One-Punch Man,TV,Web manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.48,2405629,171,4,3491486,66358,2015,"Action, Comedy",Madhouse
30346,Doukyusei: Classmates,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,157533,343,936,294141,6586,,Boys Love,A-1 Pictures
30484,Steins;Gate 0,TV,Visual novel,23,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.55,469986,133,207,947491,12729,2018,"Drama, Sci-Fi, Suspense",White Fox
30654,Assassination Classroom Second Season,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.47,966369,177,84,1556262,17922,2016,"Action, Comedy",Lerche
30709,Kamisama Hajimemashita: Kako-hen,OVA,Manga,4,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.4,90808,224,1485,183798,1117,,"Comedy, Romance, Supernatural",TMS Entertainment
31043,Erased,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.3,1468685,311,29,2274843,51030,2016,"Mystery, Suspense",A-1 Pictures
31181,Owarimonogatari,TV,Light novel,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.45,250375,186,501,507964,3026,2015,"Comedy, Mystery, Supernatural",Shaft
31240,Re:ZERO -Starting Life in Another World-,TV,Light novel,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,1551155,371,23,2429879,75115,2016,"Drama, Fantasy, Suspense",White Fox
31646,March Comes In Like a Lion,TV,Manga,22,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.37,299391,243,317,729509,16377,2016,Drama,Shaft
31757,Kizumonogatari Part 2: Hot-Blooded,Movie,Light novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.56,294228,124,530,484900,2478,,"Action, Mystery, Supernatural",Shaft
31758,Kizumonogatari Part 3: Cold-Blooded,Movie,Light novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.78,296044,40,499,508551,8162,,"Action, Mystery, Supernatural",Shaft
31812,Black Butler: Book of the Atlantic,Movie,Manga,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,104277,384,1236,224489,1660,,"Action, Mystery, Supernatural",A-1 Pictures
31933,JoJo's Bizarre Adventure: Diamond Is Unbreakable,TV,Manga,39,Finished Airing,FALSE,R - 17+ (violence & profanity),8.5,864892,161,129,1251800,43272,2016,"Action, Adventure",David Production
31988,Sound! Euphonium 2,TV,Novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.34,135390,277,1085,255408,3831,2016,Drama,Kyoto Animation
32005,Detective Conan Movie 20: The Darkest Nightmare,Movie,Manga,1,Finished Airing,FALSE,G - All Ages,8.18,26026,463,3684,46895,105,,"Action, Mystery",TMS Entertainment
32182,Mob Psycho 100,TV,Web manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.49,1407937,169,28,2296137,53990,2016,"Action, Comedy, Supernatural",Bones
32188,Steins;Gate: Open the Missing Link - Divide By Zero,TV Special,Visual novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.26,160539,353,963,287358,476,,"Sci-Fi, Suspense",White Fox
32281,Your Name.,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.83,2065939,33,11,2999028,95056,,"Award Winning, Drama",CoMix Wave Films
32366,Gintama: Love Incense Arc,OVA,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.38,48857,242,2487,92541,144,,Comedy,Bandai Namco Pictures
32843,Symphogear XV,TV,Original,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,15810,446,3835,43869,915,2019,"Action, Sci-Fi",Satelight
32867,Bungo Stray Dogs 2,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.16,540896,489,209,946655,6855,2016,"Action, Mystery",Bones
32935,Haikyu!! 3rd Season,TV,Manga,10,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.77,868098,42,117,1316896,15969,2016,Sports,Production I.G
32937,KonoSuba: God's Blessing on This Wonderful World! 2,TV,Light novel,10,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,1085402,382,77,1640935,11978,2017,"Adventure, Comedy, Fantasy",Studio Deen
32983,Natsume's Book of Friends Season 5,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.56,83243,125,1349,204647,901,2016,"Slice of Life, Supernatural",Shuka
33049,Fate/stay night: Heaven's Feel - II. Lost Butterfly,Movie,Visual novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.46,257491,179,608,433797,3556,,"Action, Fantasy",ufotable
33050,Fate/stay night: Heaven's Feel - III. Spring Song,Movie,Visual novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.63,219526,89,670,402320,8482,,"Action, Fantasy",ufotable
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,Original,25,Finished Airing,FALSE,R - 17+ (violence & profanity),8.23,89408,387,1665,159688,1744,2016,"Drama, Sci-Fi",Sunrise
33095,Descending Stories: Showa Genroku Rakugo Shinju,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.69,69579,67,1373,201093,3239,2017,Drama,Studio Deen
33255,The Disastrous Life of Saiki K.,TV,Manga,120,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.41,692145,218,130,1238800,33591,2016,Comedy,"J.C.Staff, Egg Firm"
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",OVA,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,36775,468,2870,73162,211,,"Comedy, Romance, Supernatural",TMS Entertainment
33352,Violet Evergarden,TV,Light novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.69,1080658,69,46,1976744,68588,2018,Drama,Kyoto Animation
33674,"No Game, No Life: Zero",Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.16,506905,493,210,943540,7971,,"Drama, Fantasy, Romance",Madhouse
34036,Detective Conan: Episode One - The Great Detective Turned Small,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,16499,384,4334,34380,67,,"Adventure, Comedy, Mystery",TMS Entertainment
34096,Gintama Season 5,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.98,158957,15,791,345872,2830,2017,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
34240,Shelter,Music,Original,1,Finished Airing,FALSE,G - All Ages,8.31,220091,,845,327924,2418,,Sci-Fi,A-1 Pictures
34534,Natsume's Book of Friends Season 5 Specials,Special,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.31,24278,304,3471,52198,68,,"Slice of Life, Supernatural",Shuka
34537,"Night Is Short, Walk on Girl",Movie,Novel,1,Finished Airing,FALSE,R+ - Mild Nudity,8.17,57162,477,1845,140496,1847,,"Comedy, Romance",Science SARU
34591,Natsume's Book of Friends Season 6,TV,Manga,11,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.61,75990,106,1348,204675,1157,2017,"Slice of Life, Supernatural",Shuka
34599,Made in Abyss,TV,Web manga,13,Finished Airing,FALSE,R - 17+ (violence & profanity),8.63,830234,90,91,1537002,47563,2017,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
34612,The Disastrous Life of Saiki K. 2,TV,Manga,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.41,427237,219,327,714463,4442,2018,Comedy,"J.C.Staff, Egg Firm"
34636,Welcome to the Ballroom,TV,Manga,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,159607,480,752,360956,3763,2017,Sports,Production I.G
34798,Laid-Back Camp,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.26,238324,356,462,538555,11936,2018,Slice of Life,C-Station
35110,Haikyu!! The Movie: Talent and Sense,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,43816,418,2238,107818,108,,Sports,Production I.G
35111,Haikyu!! The Movie: Battle of Concepts,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,42047,346,2299,104356,92,,Sports,Production I.G
35180,March Comes In Like a Lion 2nd Season,TV,Manga,22,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.9,214062,23,603,435562,15394,2017,Drama,Shaft
35247,Owarimonogatari Second Season,TV Special,Light novel,7,Finished Airing,FALSE,R - 17+ (violence & profanity),8.86,208909,27,607,434021,9113,,"Comedy, Mystery, Supernatural",Shaft
35466,ReLIFE: Final Arc,Special,Web manga,4,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,263993,409,591,442991,2112,,"Drama, Romance",TMS Entertainment
35557,Land of the Lustrous,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.39,218154,230,493,513746,14931,2017,"Action, Drama, Fantasy, Mystery",Orange
35677,Liz and the Blue Bird,Movie,Novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.22,66129,402,1652,161445,3131,,"Award Winning, Drama",Kyoto Animation
35737,Pluto,ONA,Manga,8,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.44,108190,193,1140,244883,3298,,"Action, Mystery, Sci-Fi, Suspense",Studio M2
35760,Attack on Titan Season 3,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.64,1791064,85,18,2635043,22272,2018,"Action, Drama, Suspense",Wit Studio
35838,Girls' Last Tour,TV,Web manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.24,149864,374,674,397346,8529,2017,"Adventure, Mystery, Sci-Fi, Slice of Life",White Fox
35839,A Place Further Than The Universe,TV,Original,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.5,234933,165,454,550165,14778,2018,"Adventure, Comedy, Drama",Madhouse
35843,Gintama. Slip Arc,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.51,111974,159,1259,220725,956,2017,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
35851,Maquia: When the Promised Flower Blooms,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.4,215212,227,522,489180,8460,,"Drama, Fantasy",P.A. Works
36098,I Want To Eat Your Pancreas,Movie,Novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.55,659610,137,161,1102245,23118,,"Drama, Romance",Studio VOLN
36275,Natsume's Book of Friends Season 6 Specials,Special,Manga,2,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.4,24217,226,3421,53656,81,,"Slice of Life, Supernatural",Shuka
36370,Legend of the Galactic Heroes: Die Neue These - Stellar War Part 2,Movie,Novel,4,Finished Airing,FALSE,R - 17+ (violence & profanity),8.18,14977,455,3976,41023,61,,"Drama, Sci-Fi",Production I.G
36371,Legend of the Galactic Heroes: Die Neue These - Stellar War Part 3,Movie,Novel,4,Finished Airing,FALSE,R - 17+ (violence & profanity),8.28,14910,334,4603,30208,111,,"Drama, Sci-Fi",Production I.G
36538,Natsume's Book of Friends Movie: Ephemeral Bond,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.42,30665,211,2648,83433,228,,"Slice of Life, Supernatural",Shuka
36649,Banana Fish,TV,Manga,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.45,411076,187,202,954750,31969,2018,"Action, Adventure, Drama, Suspense",MAPPA
36838,Gintama. Silver Soul Arc,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.81,115192,35,1183,236034,1234,2018,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
36862,Made in Abyss: Dawn of the Deep Soul,Movie,Web manga,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.6,301373,107,468,531811,3963,,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
36885,Saekano the Movie: Finale,Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.41,93985,217,1355,203422,2768,,"Comedy, Romance",CloverWorks
36946,Dragon Ball Super: Broly,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,320897,437,556,463551,3556,,"Action, Adventure, Fantasy",Toei Animation
36990,Non Non Biyori Movie: Vacation,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.23,40967,391,2600,85977,220,,Slice of Life,SILVER LINK.
36999,Zoku Owarimonogatari,TV,Light novel,6,Finished Airing,FALSE,R - 17+ (violence & profanity),8.43,120623,197,1112,250617,1064,2019,"Comedy, Mystery, Supernatural",Shaft
37055,Saga of Tanya the Evil: The Movie,Movie,Light novel,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.23,173117,393,855,324811,1249,,"Action, Fantasy",Nut
37078,The King's Avatar (2018),ONA,Web novel,3,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,57522,445,2181,112543,348,,Action,Colored Pencil Animation
37095,"Violet Evergarden: The Day You Understand ""I Love You"" Will Surely Come",Special,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.35,220536,266,739,368423,980,,Drama,Kyoto Animation
37105,Grand Blue Dreaming,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.45,478026,190,230,894716,22397,2018,Comedy,Zero-G
37171,Asobi Asobase: Workshop of Fun,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.19,249863,439,470,530756,7321,2018,Comedy,Lerche
37208,The Master of Diabolism,ONA,Web novel,15,Finished Airing,FALSE,R - 17+ (violence & profanity),8.46,88385,184,1092,254229,7170,,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES
37379,Chihayafuru 3,TV,Manga,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.45,70454,188,1693,156129,1686,2019,"Drama, Romance, Sports",Madhouse
37450,Rascal Does Not Dream of Bunny Girl Senpai,TV,Light novel,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.23,1226857,392,47,1937530,50800,2018,"Drama, Romance, Supernatural",CloverWorks
37491,Gintama. Silver Soul Arc - Second Half War,TV,Manga,14,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.88,106319,26,1240,224033,1093,2018,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
37510,Mob Psycho 100 II,TV,Web manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.78,1078670,41,73,1708592,33760,2019,"Action, Comedy, Supernatural",Bones
37514,Made in Abyss: Journey's Dawn,Movie,Web manga,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.18,60112,460,1656,161388,272,,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
37515,Made in Abyss: Wandering Twilight,Movie,Web manga,1,Finished Airing,FALSE,R - 17+ (violence & profanity),8.39,68582,231,1645,162890,292,,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
37520,Dororo,TV,Manga,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.26,694779,357,107,1363379,22959,2019,"Action, Adventure, Fantasy","Tezuka Productions, MAPPA"
37521,Vinland Saga,TV,Manga,24,Finished Airing,FALSE,R - 17+ (violence & profanity),8.78,1044611,39,62,1790701,56546,2019,"Action, Adventure, Drama",Wit Studio
37779,The Promised Neverland,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.47,1388217,175,37,2137337,32909,2019,"Mystery, Suspense",CloverWorks
37822,Soul Land,ONA,Novel,237,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.36,10470,254,5079,23834,501,,"Action, Adventure, Fantasy",Sparkly Key Animation Studio
37965,Run with the Wind,TV,Novel,23,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.38,150399,235,830,332735,6511,2018,"Drama, Sports",Production I.G
37987,Violet Evergarden: The Movie,Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.84,335399,31,324,718094,9723,,"Award Winning, Drama",Kyoto Animation
37989,Golden Kamuy Season 2,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.24,128231,378,1187,235348,1027,2018,"Action, Adventure",Geno Studio
37991,JoJo's Bizarre Adventure: Golden Wind,TV,Manga,39,Finished Airing,FALSE,R - 17+ (violence & profanity),8.58,772632,115,146,1152114,34788,2018,"Action, Adventure",David Production
37999,Kaguya-sama: Love is War,TV,Manga,12,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.4,1202136,223,51,1919471,42220,2019,"Comedy, Romance",A-1 Pictures
38000,Demon Slayer: Kimetsu no Yaiba,TV,Manga,26,Finished Airing,FALSE,R - 17+ (violence & profanity),8.41,2339211,221,5,3407810,94601,2019,"Action, Award Winning, Supernatural",ufotable
38003,Bungo Stray Dogs 3,TV,Manga,12,Finished Airing,FALSE,R - 17+ (violence & profanity),8.2,374706,436,334,703550,5084,2019,"Action, Mystery",Bones
38040,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.4,555325,225,241,877178,5052,,"Adventure, Comedy, Fantasy",J.C.Staff
38088,Digimon Adventure: Last Evolution Kizuna,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,22263,484,3139,62649,348,,"Action, Adventure, Comedy, Drama",Yumeta Company
38234,One Piece: Stampede,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.17,135164,473,1267,219153,685,,"Action, Adventure, Fantasy",Toei Animation
38249,The Disastrous Life of Saiki K. Final Arc,TV Special,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.21,146336,410,1126,246710,435,,Comedy,"J.C.Staff, Egg Firm"
38329,Rascal Does Not Dream of a Dreaming Girl,Movie,Light novel,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.59,513952,111,273,811417,11169,,"Drama, Romance, Supernatural",CloverWorks
38450,The Master of Diabolism 2,ONA,Web novel,8,Finished Airing,FALSE,R - 17+ (violence & profanity),8.46,55519,185,2120,118144,1299,,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES
38474,Laid-Back Camp Season 2,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.5,112370,166,1105,251830,3194,2021,Slice of Life,C-Station
38475,Laid-Back Camp: The Movie,Movie,Manga,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.37,34888,250,2460,93777,472,,Slice of Life,C-Station
38524,Attack on Titan Season 3 Part 2,TV,Manga,10,Finished Airing,FALSE,R - 17+ (violence & profanity),9.05,1772569,6,20,2560224,62801,2019,"Action, Drama, Suspense",Wit Studio
38680,Fruits Basket 1st Season,TV,Manga,25,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.2,445898,438,212,937237,18085,2019,"Drama, Romance, Supernatural",TMS Entertainment
38691,Dr. Stone,TV,Manga,24,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.26,1168968,358,49,1935298,31141,2019,"Adventure, Comedy",TMS Entertainment
38731,Ace of Diamond Act II,TV,Manga,52,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.28,50575,333,2361,100755,1082,2019,Sports,Madhouse
38826,Weathering with You,Movie,Original,1,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.27,672095,341,155,1118126,13303,,"Award Winning, Drama, Romance, Supernatural",CoMix Wave Films
38883,Haikyu!! To the Top,TV,Manga,13,Finished Airing,FALSE,PG-13 - Teens 13 or older,8.37,642343,245,174,1042355,5531,2020,Sports,Production I.G
